stop_no,stop_name,line_con,Point,boundary
50429,Eastbound Powell St @ Glen Dr,004; 007; 209,"[-123.081697, 49.282672]",Strathcona
50431,Eastbound Powell St @ Clark Dr,004; 007; 209,"[-123.076625, 49.283029]",Grandview-Woodland
50433,Eastbound Powell St @ Commercial Dr,004; 007; 209; 210; 211; 214,"[-123.069837, 49.283885]",Grandview-Woodland
50435,Eastbound Powell St @ Victoria Dr,004; 007; 209,"[-123.065065, 49.284771]",Grandview-Woodland
50436,Eastbound Dundas St @ Lakewood Dr,004; 007; 209,"[-123.061245, 49.284754]",Grandview-Woodland
50437,Eastbound Dundas St @ Templeton Dr,004; 007; 209,"[-123.059274, 49.284738]",Grandview-Woodland
50438,Northbound N Nanaimo St @ Dundas St,004; 209; 210; 211; 214,"[-123.05639, 49.285176]",Hastings-Sunrise
50440,Northbound N Nanaimo St @ Eton St,004; 209,"[-123.056367, 49.288013]",Hastings-Sunrise
50442,Eastbound McGill St @ N Penticton St,004; 209,"[-123.051421, 49.288627]",Hastings-Sunrise
50443,Eastbound McGill St @ N Slocan St,004; 209,"[-123.048823, 49.288617]",Hastings-Sunrise
50445,Westbound Eton St @ N Renfrew St,004,"[-123.044683, 49.287774]",Hastings-Sunrise
50446,Eastbound McGill St @ N Renfrew St,209; 210; 211; 214,"[-123.0434, 49.288595]",Hastings-Sunrise
50449,Westbound McGill St @ N Renfrew St,209; 210; 211; 214,"[-123.044601, 49.288825]",Hastings-Sunrise
50451,Northbound Oak St @ W 38 Ave,017,"[-123.12785, 49.237021]",South Cambie
50453,Northbound Oak St @ W 33 Ave,017,"[-123.12769, 49.241748]",South Cambie
50454,Northbound Oak St @ Devonshire Cres,017,"[-123.127493, 49.244894]",South Cambie
50455,Northbound Oak St @ W 27 Ave,017,"[-123.12749, 49.247506]",South Cambie
50456,Northbound Oak St @ W King Edward Ave,017,"[-123.127357, 49.249632]",South Cambie
50457,Northbound Oak St @ W 22 Ave,017,"[-123.127311, 49.251967]",South Cambie
50458,Northbound Oak St @ W 20 Ave,017,"[-123.127236, 49.253935]",South Cambie
50459,Northbound Oak St @ W 17 Ave,017,"[-123.127109, 49.256575]",South Cambie
50464,Westbound W Broadway @ Spruce St,009; 017; N9,"[-123.129369, 49.26354]",Fairview
50465,Westbound W Broadway @ Alder St,009; N9,"[-123.131742, 49.263576]",Fairview
50467,Oakridge-41st Ave Station @ Bay 6,015; N15,"[-123.115953, 49.233905]",Riley Park
50469,Northbound Cambie St @ W 37 Ave,015; N15,"[-123.1158, 49.237495]",Riley Park
50471,Northbound Cambie St @ W 33 Ave,015; N15,"[-123.11818, 49.241409]",Riley Park
50475,King Edward Station @ Bay 2,015; 033; N15,"[-123.115245, 49.249415]",Riley Park
50476,Northbound Cambie St @ W 22 Ave,015; 033; N15,"[-123.115164, 49.251472]",Riley Park
50477,Northbound Cambie St @ W 20 Ave,015; 033; N15,"[-123.115102, 49.253243]",Riley Park
50478,Northbound Cambie St @ W 18 Ave,015; 033; N15,"[-123.115019, 49.255125]",Riley Park
50479,Northbound Cambie St @ W 16 Ave,015; N15,"[-123.114908, 49.257158]",Mount Pleasant
50480,Northbound Cambie St @ W 14 Ave,015; N15,"[-123.114893, 49.258988]",Mount Pleasant
50481,Northbound Cambie St @ W 12 Ave,015; 017; N15,"[-123.114831, 49.260758]",Mount Pleasant
50483,Northbound Cambie St @ W 7th Ave,015; 017; N15,"[-123.114622, 49.264648]",Mount Pleasant
50489,Westbound McGill St @ N Kaslo St,004; 209,"[-123.047415, 49.28882]",Hastings-Sunrise
50490,Westbound McGill St @ N Penticton St,004; 209,"[-123.052418, 49.288801]",Hastings-Sunrise
50491,Southbound N Nanaimo St @ McGill St,004; 209,"[-123.05666, 49.288026]",Grandview-Woodland
50492,Southbound N Nanaimo St @ Cambridge St,004; 209,"[-123.056672, 49.286276]",Grandview-Woodland
50493,Westbound Dundas St @ N Garden Dr,004; 007; 209; 210; 211; 214,"[-123.057411, 49.284885]",Grandview-Woodland
50494,Westbound Dundas St @ N Templeton Dr,004; 007; 209,"[-123.060143, 49.284871]",Grandview-Woodland
50495,Westbound Dundas St @ Wall St,004; 007; 209,"[-123.063271, 49.284888]",Grandview-Woodland
50496,Westbound Powell St @ Victoria Dr,004; 007; 209,"[-123.065973, 49.2848]",Grandview-Woodland
50499,Westbound E Hastings St @ Commercial Dr,014; 016; 020; N20; N35; R5,"[-123.071174, 49.281362]",Grandview-Woodland
50500,Westbound E Hastings St @ McLean Dr,014; 016; 020; N20; N35,"[-123.074606, 49.281378]",Grandview-Woodland
50501,Westbound E Hastings St @ Clark Dr,014; 016; 020; N20; N35,"[-123.077888, 49.281445]",Strathcona
50502,Westbound E Hastings St @ Glen Dr,014; 016; 020; N20; N35,"[-123.081789, 49.281111]",Strathcona
50503,Westbound E Hastings St @ Campbell Ave,014; 016; 020; N20; N35,"[-123.085249, 49.281155]",Strathcona
50506,Westbound E Hastings St @ Jackson Ave,014; 016; 020; N20; N35,"[-123.093904, 49.281321]",Strathcona
50507,Westbound E Hastings St @ Dunlevy Ave,014; 016; 020; N20; N35,"[-123.095847, 49.281356]",Strathcona
50508,Westbound Powell St @ Commercial Dr,004; 007; 209; 210; 211; 214,"[-123.070862, 49.283837]",Grandview-Woodland
50512,Westbound Powell St @ Glen Dr,004; 007; 209,"[-123.081659, 49.282792]",Strathcona
50513,Westbound Powell St @ Hawks Ave,004; 007; 209,"[-123.087522, 49.28303]",Strathcona
50514,Westbound Powell St @ Heatley Ave,004; 007; 209; 210; 211; 214,"[-123.089941, 49.283076]",Strathcona
50515,Westbound Powell St @ Jackson Ave,004; 007; 209,"[-123.093725, 49.283146]",Strathcona
50516,Westbound Powell St @ Gore Ave,004; 007; 209,"[-123.098134, 49.283223]",Strathcona
50520,Eastbound E Pender St @ Main St,019; N19,"[-123.100047, 49.280329]",Downtown
50526,Southbound Granville St @ W Pender St,004; 007; 010; 014; 016; 050,"[-123.115939, 49.284039]",Downtown
50532,Southbound Granville St @ Nelson St,004; 007; 010; 014; 016; 050,"[-123.12295, 49.27941]",Downtown
50535,Southbound Granville St @ Davie St,004; 007; 010; 014; 016; 050,"[-123.126905, 49.276786]",Downtown
50536,Southbound Granville St @ Drake St,004; 007; 010; 014; 016; 050,"[-123.128375, 49.275854]",Downtown
50537,Westbound W Cloverleaf @ Granville St,004; 007; 014; 050,"[-123.139046, 49.266837]",Fairview
50539,Southbound Granville St @ W 7th Ave,016; N10; N17; N9,"[-123.138634, 49.26511]",Fairview
50540,Westbound W Broadway @ Granville St,009; N17,"[-123.140158, 49.263732]",Fairview
50542,Southbound Granville St @ W 11 Ave,010; 016; N10,"[-123.138768, 49.261424]",Fairview
50543,Southbound Granville St @ W 13 Ave,010; N10,"[-123.138834, 49.259524]",Fairview
50544,Southbound Granville St @ W 15 Ave,010; N10,"[-123.138899, 49.257667]",Fairview
50545,Southbound Granville St @ Angus Dr,010; N10,"[-123.13903, 49.254178]",Shaughnessy
50546,Southbound Granville St @ Matthews Ave,010; N10,"[-123.139073, 49.252781]",Shaughnessy
50547,Southbound Granville St @ Laurier Ave,010; N10,"[-123.139186, 49.2505]",Shaughnessy
50550,Southbound Granville St @ N Connaught Dr,010; N10,"[-123.139357, 49.244793]",Shaughnessy
50551,Southbound Granville St @ W 32 Ave,010; N10,"[-123.139408, 49.243251]",Shaughnessy
50552,Southbound Granville St @ W 33 Ave,010; N10,"[-123.139454, 49.241525]",Shaughnessy
50553,Southbound Granville St @ W 35 Ave,010; N10,"[-123.139528, 49.239615]",Shaughnessy
50554,Southbound Granville St @ W 37 Ave,010; N10,"[-123.139593, 49.237706]",Shaughnessy
50555,Southbound Granville St @ S Connaught Dr,010; N10,"[-123.139659, 49.235947]",Shaughnessy
50556,Southbound Granville St @ W 40 Ave,010,"[-123.139751, 49.235048]",Shaughnessy
50557,Westbound W Broadway @ Pine St,009; N17,"[-123.143781, 49.263769]",Fairview
50558,Westbound W Broadway @ Burrard St,009; N17,"[-123.146302, 49.263829]",Kitsilano
50561,Westbound W Broadway @ Yew St,009; N17,"[-123.155724, 49.263962]",Kitsilano
50562,Westbound W Broadway @ Balsam St,009; N17,"[-123.160487, 49.264051]",Kitsilano
50563,Westbound W Broadway @ Trafalgar St,009; N17,"[-123.165212, 49.264113]",Kitsilano
50564,Westbound W Broadway @ Macdonald St,009; 014; N17,"[-123.168896, 49.264174]",Kitsilano
50565,Westbound W Broadway @ Bayswater St,009; 014; N17,"[-123.171711, 49.264221]",Kitsilano
50566,Westbound W Broadway @ Balaclava St,009; 014; N17,"[-123.174408, 49.264241]",Kitsilano
50567,Westbound W Broadway @ Blenheim St,009; 014; N17,"[-123.178243, 49.264311]",Kitsilano
50568,Westbound W Broadway @ Collingwood St,009; 014; N17,"[-123.182257, 49.264377]",Kitsilano
50571,Westbound W 10 Ave @ Wallace St,009; 014; N17,"[-123.191417, 49.263644]",West Point Grey
50572,Westbound W 10 Ave @ Crown St,009; 014; N17,"[-123.194468, 49.263683]",West Point Grey
50573,Westbound W 10 Ave @ Camosun St,009; 014; N17,"[-123.197332, 49.263725]",West Point Grey
50574,Westbound W 10 Ave @ Courtenay St,009; 014; N17,"[-123.200725, 49.263781]",West Point Grey
50575,Westbound W 10 Ave @ Discovery St,009; 014; N17,"[-123.203438, 49.263828]",West Point Grey
50576,Westbound W 10 Ave @ Trimble St,009; 014; N17,"[-123.206461, 49.263863]",West Point Grey
50577,Westbound W 10 Ave @ Tolmie St,009; 014; N17,"[-123.212506, 49.263966]",West Point Grey
50578,Westbound W 4th Ave @ Fir St,004; 007; 014; 084,"[-123.141569, 49.268039]",Fairview
50579,Westbound W 4th Ave @ Burrard St,004; 007; 014; 084,"[-123.146085, 49.268106]",Kitsilano
50581,Westbound W 4th Ave @ Arbutus St,004; 007; 014,"[-123.153127, 49.268224]",Kitsilano
50583,Westbound W 4th Ave @ Balsam St,004; 007; 014,"[-123.160246, 49.26833]",Kitsilano
50584,Westbound W 4th Ave @ Trafalgar St,004; 007; 014,"[-123.164962, 49.268401]",Kitsilano
50585,Westbound W 4th Ave @ Macdonald St,004; 007; 044; 084,"[-123.168863, 49.268459]",Kitsilano
50587,Westbound W 4th Ave @ Balaclava St,004; 007,"[-123.174217, 49.268528]",Kitsilano
50588,Westbound W 4th Ave @ Blenheim St,004; 007,"[-123.178075, 49.268578]",Kitsilano
50589,Westbound W 4th Ave @ Collingwood St,004; 007,"[-123.182096, 49.268649]",Kitsilano
50590,Westbound W 4th Ave @ Alma St,004; 042; 044; 084,"[-123.186254, 49.26871]",West Point Grey
50591,Westbound W 4th Ave @ Wallace St,004; 042,"[-123.191056, 49.268794]",West Point Grey
50593,Westbound W 4th Ave @ 4100 Block,004; 042,"[-123.197836, 49.268917]",West Point Grey
50594,Westbound W 4th Ave @ NW Marine Dr,004; 044; 084,"[-123.200584, 49.268604]",West Point Grey
50595,Westbound W 4th Ave @ Trimble St,004,"[-123.206426, 49.269028]",West Point Grey
50596,Westbound W 4th Ave @ Sasamat St,004,"[-123.209399, 49.269083]",West Point Grey
50598,Southbound Blanca St @ W 4th Ave,004; 044; 084,"[-123.215183, 49.268693]",West Point Grey
50607,Westbound Davie St @ Denman St,005; 006,"[-123.141411, 49.287084]",West End
50610,Northbound Denman St @ Haro St,005,"[-123.136163, 49.290911]",West End
50611,Eastbound Robson St @ Bidwell St,005,"[-123.133644, 49.29023]",West End
50614,Eastbound Robson St @ Bute St,005,"[-123.126771, 49.285774]",West End
50621,Southbound Cambie St @ W 41 Ave,015; N15,"[-123.116425, 49.234]",South Cambie
50622,Westbound Robson St @ Hamilton St,017; N15,"[-123.116259, 49.279145]",Downtown
50624,Westbound Robson St @ Burrard St,005,"[-123.123086, 49.283556]",West End
50626,Westbound Robson St @ Bute St,005,"[-123.127216, 49.286249]",West End
50627,Westbound Robson St @ Broughton St,005,"[-123.130152, 49.288152]",West End
50628,Westbound Robson St @ Cardero St,005,"[-123.132542, 49.289693]",West End
50629,Southbound Denman St @ Robson St,005,"[-123.135926, 49.29124]",West End
50630,Southbound Denman St @ Barclay St,005,"[-123.137908, 49.289924]",West End
50631,Southbound Denman St @ Comox St,005,"[-123.140021, 49.288522]",West End
50632,Southbound Denman St @ Pendrell St,005,"[-123.141166, 49.287773]",West End
50633,Eastbound Davie St @ Denman St,005; 006,"[-123.141124, 49.286705]",West End
50634,Eastbound Davie St @ Cardero St,006,"[-123.13847, 49.285009]",West End
50635,Eastbound Davie St @ Nicola St,006,"[-123.13726, 49.284219]",West End
50636,Eastbound Davie St @ Jervis St,006,"[-123.13477, 49.282579]",West End
50637,Eastbound Davie St @ Bute St,006,"[-123.132973, 49.28144]",West End
50638,Eastbound Davie St @ Thurlow St,006,"[-123.13096, 49.280147]",West End
50640,Dunbar Loop @ Bay 2,002; 007; 049; N22,"[-123.18575, 49.234593]",Dunbar-Southlands
50642,Eastbound E 41 Ave @ Sophia St,041,"[-123.098854, 49.232934]",Sunset
50643,Eastbound E 41 Ave @ St. George St,041,"[-123.094138, 49.23287]",Sunset
50644,Eastbound E 41 Ave @ Fraser St,041,"[-123.090022, 49.232769]",Sunset
50645,Eastbound E 41 Ave @ Prince Albert St,041,"[-123.087361, 49.232764]",Sunset
50646,Eastbound E 41 Ave @ Windsor St,041,"[-123.08434, 49.232721]",Sunset
50647,Eastbound E 41 Ave @ Sherbrooke St,041,"[-123.080668, 49.232677]",Sunset
50649,Eastbound E 41 Ave @ Knight St,041; R4,"[-123.076419, 49.232598]",Victoria-Fraserview
50650,Eastbound E 41 Ave @ Fleming St,041,"[-123.072487, 49.23257]",Victoria-Fraserview
50651,Eastbound E 41 Ave @ Bruce St,020; 041,"[-123.069616, 49.232543]",Victoria-Fraserview
50652,Northbound Victoria Dr @ E 41 Ave,020; N20,"[-123.065403, 49.233152]",Kensington-Cedar Cottage
50653,Northbound Victoria Dr @ E 39 Ave,020; N20,"[-123.065348, 49.234784]",Kensington-Cedar Cottage
50654,Northbound Victoria Dr @ E 38 Ave,020; N20,"[-123.065307, 49.236203]",Kensington-Cedar Cottage
50655,Northbound Victoria Dr @ E 36 Ave,020; N20,"[-123.065288, 49.237698]",Kensington-Cedar Cottage
50656,Northbound Victoria Dr @ E 33 Ave,020; N20,"[-123.065188, 49.24032]",Kensington-Cedar Cottage
50657,Northbound Victoria Dr @ E 32 Ave,020; N20,"[-123.065138, 49.241893]",Kensington-Cedar Cottage
50658,Northbound Victoria Dr @ Kingsway,020; N20,"[-123.065039, 49.244828]",Kensington-Cedar Cottage
50659,Eastbound Kingsway @ Victoria Dr,019; 025; N19,"[-123.064604, 49.244769]",Kensington-Cedar Cottage
50660,Eastbound Kingsway @ Nanaimo St,019; N19,"[-123.057829, 49.241611]",Renfrew-Collingwood
50661,Eastbound Kingsway @ Slocan St,019; N19,"[-123.053631, 49.23969]",Renfrew-Collingwood
50662,Northbound Slocan St @ Kingsway,029; 033,"[-123.053651, 49.24028]",Renfrew-Collingwood
50663,Northbound Slocan St @ Ward St,029; 033,"[-123.052298, 49.241686]",Renfrew-Collingwood
50664,Northbound Slocan St @ Euclid Ave,029; 033,"[-123.050495, 49.243511]",Renfrew-Collingwood
50665,Westbound E 22 Ave @ Slocan St,025,"[-123.050472, 49.250756]",Renfrew-Collingwood
50667,Northbound Alma St @ W Broadway,042,"[-123.185714, 49.264644]",Kitsilano
50668,Northbound Alma St @ W 7th Ave,007; 042,"[-123.185659, 49.266385]",Kitsilano
50669,Southbound Nanaimo St @ Dundas St,007,"[-123.05668, 49.284388]",Grandview-Woodland
50671,Southbound Nanaimo St @ E Hastings St,007; 016,"[-123.056725, 49.280782]",Grandview-Woodland
50673,Southbound Nanaimo St @ Adanac St,007,"[-123.056711, 49.277149]",Grandview-Woodland
50675,Southbound Nanaimo St @ William St,007,"[-123.056724, 49.27362]",Grandview-Woodland
50678,Southbound Nanaimo St @ E 1st Ave,007,"[-123.05673, 49.269138]",Grandview-Woodland
50679,Southbound Nanaimo St @ E 3rd Ave,007,"[-123.056736, 49.267411]",Grandview-Woodland
50680,Southbound Nanaimo St @ E 5th Ave,007,"[-123.056743, 49.265535]",Grandview-Woodland
50682,Westbound E Broadway @ Nanaimo St,009; 099; N9,"[-123.057336, 49.26234]",Grandview-Woodland
50683,Southbound Nanaimo St @ E Broadway,007,"[-123.056764, 49.261831]",Kensington-Cedar Cottage
50685,Southbound Nanaimo St @ E 17 Ave,007,"[-123.056762, 49.254756]",Kensington-Cedar Cottage
50686,Southbound Nanaimo St @ E 20 Ave,007,"[-123.056768, 49.252026]",Kensington-Cedar Cottage
50687,Southbound Nanaimo St @ E 22 Ave,007; 025,"[-123.056774, 49.250268]",Kensington-Cedar Cottage
50688,Nanaimo Station @ Bay 3,007,"[-123.055476, 49.248412]",Renfrew-Collingwood
50689,Westbound E Pender St @ Main St,004; 007; 019; 022; 209; 210; 211; 214,"[-123.100688, 49.280463]",Downtown
50690,Eastbound E 22 Ave @ Nanaimo St,025,"[-123.055999, 49.250547]",Renfrew-Collingwood
50692,Southbound Slocan St @ E 29 Ave,029; 033,"[-123.050004, 49.24424]",Renfrew-Collingwood
50693,Southbound Slocan St @ Norquay St,029; 033,"[-123.052022, 49.242186]",Renfrew-Collingwood
50694,Westbound Kingsway @ Slocan St,019; N19,"[-123.054367, 49.240309]",Renfrew-Collingwood
50695,Westbound Kingsway @ Nanaimo St,019; 025; N19,"[-123.0585, 49.242199]",Kensington-Cedar Cottage
50697,Southbound Victoria Dr @ Kingsway,020; N20,"[-123.0653, 49.244809]",Kensington-Cedar Cottage
50698,Southbound Victoria Dr @ E 31 Ave,020; N20,"[-123.065373, 49.24251]",Kensington-Cedar Cottage
50699,Southbound Victoria Dr @ E 33 Ave,020; N20,"[-123.065469, 49.239661]",Kensington-Cedar Cottage
50700,Southbound Victoria Dr @ E 36 Ave,020; N20,"[-123.065531, 49.237254]",Kensington-Cedar Cottage
50702,Westbound E 41 Ave @ Victoria Dr,R4,"[-123.06615, 49.232771]",Kensington-Cedar Cottage
50703,Westbound E 41 Ave @ Commercial St,041,"[-123.069244, 49.232719]",Kensington-Cedar Cottage
50706,Westbound E 41 Ave @ Knight St,041; R4,"[-123.077938, 49.232845]",Kensington-Cedar Cottage
50707,Westbound E 41 Ave @ Inverness St,041,"[-123.080303, 49.232846]",Kensington-Cedar Cottage
50708,Westbound E 41 Ave @ Windsor St,041,"[-123.085282, 49.23291]",Kensington-Cedar Cottage
50709,Westbound E 41 Ave @ St. Catherines St,041,"[-123.087318, 49.232938]",Kensington-Cedar Cottage
50710,Westbound E 41 Ave @ Chester St,041,"[-123.089838, 49.232994]",Kensington-Cedar Cottage
50711,Westbound E 41 Ave @ Fraser St,R4,"[-123.091171, 49.233019]",Riley Park
50712,Westbound E 41 Ave @ St. George St,041,"[-123.094859, 49.233046]",Riley Park
50713,Westbound E 41 Ave @ Prince Edward St,041,"[-123.097712, 49.233094]",Riley Park
50714,Westbound E 41st Ave @ Main St,R4,"[-123.101267, 49.233193]",Riley Park
50715,Northbound Nanaimo St @ E 22 Ave,007,"[-123.056489, 49.251051]",Renfrew-Collingwood
50716,Northbound Nanaimo St @ E 20 Ave,007,"[-123.056482, 49.252691]",Renfrew-Collingwood
50717,Northbound Nanaimo St @ E 17 Ave,007,"[-123.056484, 49.255356]",Renfrew-Collingwood
50718,Northbound Nanaimo St @ S Grandview Hwy,007,"[-123.056473, 49.257382]",Renfrew-Collingwood
50720,Northbound Nanaimo St @ E 11 Ave,007,"[-123.056471, 49.260339]",Renfrew-Collingwood
50721,Northbound Nanaimo St @ E Broadway,007,"[-123.056433, 49.262477]",Hastings-Sunrise
50722,Northbound Nanaimo St @ E 6th Ave,007,"[-123.056462, 49.265123]",Hastings-Sunrise
50723,Northbound Nanaimo St @ E 4th Ave,007,"[-123.056457, 49.266968]",Hastings-Sunrise
50724,Northbound Nanaimo St @ E 1st Ave,007,"[-123.05646, 49.269899]",Hastings-Sunrise
50726,Northbound Nanaimo St @ Charles St,007,"[-123.056442, 49.273616]",Hastings-Sunrise
50728,Northbound Nanaimo St @ Adanac St,007,"[-123.056428, 49.277801]",Hastings-Sunrise
50730,Westbound E Hastings St @ Nanaimo St,014; 016; N35; R5,"[-123.057254, 49.281242]",Grandview-Woodland
50731,Westbound E Hastings St @ Templeton Dr,014; 016; N35,"[-123.060231, 49.28126]",Grandview-Woodland
50733,Westbound E Hastings St @ Victoria Dr,014; 016; N35,"[-123.066124, 49.281297]",Grandview-Woodland
50735,Northbound Nanaimo St @ E Hastings St,007,"[-123.056378, 49.281413]",Hastings-Sunrise
50737,Dunbar Loop @ Bay 1,007; 049,"[-123.185469, 49.234424]",Dunbar-Southlands
50738,Marpole Loop @ Bay 1,100,"[-123.133802, 49.202789]",Marpole
50739,Eastbound SW Marine Dr @ Oak St,010; 017; 100,"[-123.130671, 49.204348]",Marpole
50740,Northbound Oak Cloverleaf @ SW Marine Dr,017,"[-123.128497, 49.205921]",Marpole
50742,Northbound Oak St @ W 70 Ave,017,"[-123.13011, 49.208777]",Marpole
50743,Northbound Oak St @ W 67 Ave,017,"[-123.130033, 49.211074]",Marpole
50745,Northbound Oak St @ Park Dr,017,"[-123.129909, 49.214711]",Marpole
50746,Northbound Oak St @ W 59 Ave,017,"[-123.129005, 49.217412]",Marpole
50747,Northbound Oak St @ W 57 Ave,017,"[-123.128433, 49.219518]",Oakridge
50748,Northbound Oak St @ W 54 Ave,017,"[-123.128353, 49.221798]",Oakridge
50751,Northbound Oak St @ W 49 Ave,017,"[-123.128159, 49.226867]",Oakridge
50752,Northbound Oak St @ W 46 Ave,017,"[-123.128098, 49.229544]",Oakridge
50753,Northbound Oak St @ W 43 Ave,017,"[-123.128003, 49.232346]",Oakridge
50754,Northbound Oak St @ W 41 Ave,017,"[-123.127934, 49.23366]",Oakridge
50755,Westbound SW Marine Dr @ Montcalm St,010; 100,"[-123.137246, 49.204167]",Marpole
50756,Westbound SW Marine Dr @ Granville St,010; 100; N10,"[-123.139869, 49.205047]",Marpole
50757,Northbound Granville St @ W 71 Ave,010; 100; N10,"[-123.1404, 49.207431]",Marpole
50758,Northbound Granville St @ W 70 Ave,010; N10,"[-123.14035, 49.208885]",Marpole
50759,Northbound Granville St @ W 67 Ave,010; N10,"[-123.140317, 49.211168]",Marpole
50760,Northbound Granville St @ W 64 Ave,010,"[-123.140212, 49.213646]",Marpole
50761,Northbound Granville St @ W 62 Ave,010; N10,"[-123.140165, 49.215299]",Marpole
50763,Northbound Granville St @ W 57 Ave,010; N10,"[-123.14, 49.219694]",Oakridge
50764,Northbound Granville St @ W 55 Ave,010; N10,"[-123.139943, 49.221123]",Oakridge
50765,Northbound Granville St @ W 53 Ave,010; N10,"[-123.139886, 49.222949]",Oakridge
50767,Northbound Granville St @ W 49 Ave,010; N10,"[-123.139703, 49.227422]",Oakridge
50769,Northbound Granville St @ W 46 Ave,010; N10,"[-123.139609, 49.229985]",Oakridge
50770,Northbound Granville St @ W 43 Ave,010; N10,"[-123.139507, 49.232803]",Oakridge
50771,Eastbound Kingsway @ Main St,008; 019; N19; N8,"[-123.100514, 49.263824]",Mount Pleasant
50772,Eastbound E Broadway @ Kingsway,008; 009; N8; N9,"[-123.098055, 49.262719]",Mount Pleasant
50773,Eastbound E Broadway @ Prince Edward St,008; 009; N8; N9,"[-123.095524, 49.262454]",Mount Pleasant
50774,Eastbound E Broadway @ St. George St,008; 009; N8; N9,"[-123.092514, 49.262402]",Mount Pleasant
50775,Southbound Fraser St @ E Broadway,008; N8,"[-123.089232, 49.262021]",Mount Pleasant
50776,Southbound Fraser St @ E 11 Ave,008; N8,"[-123.089275, 49.26032]",Mount Pleasant
50777,Southbound Fraser St @ E 13 Ave,008; N8,"[-123.089284, 49.258479]",Mount Pleasant
50778,Southbound Fraser St @ E 16 Ave,008; N8,"[-123.090058, 49.25611]",Riley Park
50779,Southbound Fraser St @ E 19 Ave,008; N8,"[-123.090123, 49.25348]",Riley Park
50780,Southbound Fraser St @ E 21 Ave,008; N8,"[-123.090186, 49.25162]",Riley Park
50781,Southbound Fraser St @ E 23 Ave,008; N8,"[-123.090246, 49.249808]",Riley Park
50782,Southbound Fraser St @ E King Edward Ave,008; N8,"[-123.090273, 49.248306]",Riley Park
50783,Southbound Fraser St @ E 27 Ave,008; N8,"[-123.090308, 49.246305]",Riley Park
50784,Southbound Fraser St @ E 29 Ave,008; N8,"[-123.090388, 49.244247]",Riley Park
50786,Southbound Fraser St @ E 33 Ave,008; N8,"[-123.090476, 49.239976]",Riley Park
50787,Southbound Fraser St @ E 35 Ave,008; N8,"[-123.090514, 49.238045]",Riley Park
50788,Southbound Fraser St @ E 37 Ave,008; N8,"[-123.090613, 49.236049]",Riley Park
50789,Southbound Fraser St @ E 39 Ave,008; N8,"[-123.090651, 49.234521]",Riley Park
50790,Southbound Fraser St @ E 41 Ave,008; N8,"[-123.090705, 49.232478]",Sunset
50791,Southbound Fraser St @ E 43 Ave,008; N8,"[-123.090713, 49.230719]",Sunset
50792,Southbound Fraser St @ E 45 Ave,008; N8,"[-123.090762, 49.228897]",Sunset
50793,Southbound Fraser St @ E 47 Ave,008; N8,"[-123.090813, 49.227099]",Sunset
50794,Southbound Fraser St @ E 49 Ave,008; N8,"[-123.090918, 49.225133]",Sunset
50795,Southbound Fraser St @ E 51 Ave,008; N8,"[-123.090958, 49.223292]",Sunset
50796,Southbound Fraser St @ E 53 Ave,008; N8,"[-123.091, 49.22148]",Sunset
50797,Southbound Fraser St @ E 55 Ave,008; N8,"[-123.091056, 49.219642]",Sunset
50798,Southbound Fraser St @ E 57 Ave,008; N8,"[-123.091092, 49.217937]",Sunset
50799,Southbound Fraser St @ E 59 Ave,008; N8,"[-123.091124, 49.216234]",Sunset
50800,Southbound Fraser St @ E 61 Ave,008; N8,"[-123.091155, 49.214571]",Sunset
50801,Southbound Fraser St @ E 63 Ave,008; N8,"[-123.091181, 49.212749]",Sunset
50802,Southbound Fraser St @ E 65 Ave,008; N8,"[-123.091218, 49.211508]",Sunset
50804,Eastbound W 41 Ave @ Oak St,R4,"[-123.126888, 49.2338]",Oakridge
50805,Southbound Oak St @ W 41 Ave,017; 041,"[-123.128231, 49.233541]",Oakridge
50806,Southbound Oak St @ W 43 Ave,017,"[-123.128278, 49.231779]",Oakridge
50807,Southbound Oak St @ W 46 Ave,017,"[-123.128376, 49.229046]",Oakridge
50808,Southbound Oak St @ W 49 Ave,017,"[-123.128478, 49.22616]",Oakridge
50810,Southbound Oak St @ W 54 Ave,017,"[-123.128635, 49.221231]",Oakridge
50811,Southbound Oak St @ W 57 Ave,017,"[-123.128765, 49.218926]",Marpole
50812,Southbound Oak St @ W 59 Ave,017,"[-123.129581, 49.216857]",Marpole
50813,Southbound Oak St @ Park Dr,017,"[-123.130177, 49.214689]",Marpole
50815,Southbound Oak St @ W 67 Ave,017,"[-123.130325, 49.21048]",Marpole
50816,Southbound Oak St @ W 70 Ave,017,"[-123.130386, 49.208654]",Marpole
50819,Westbound SW Marine Dr @ Oak St,010; 100,"[-123.131063, 49.20453]",Marpole
50820,Northbound Fraser St @ E 65 Ave,008; N8,"[-123.090933, 49.212147]",Sunset
50821,Northbound Fraser St @ E 62 Ave,008; N8,"[-123.090903, 49.214241]",Sunset
50822,Northbound Fraser St @ E 60 Ave,008; N8,"[-123.090881, 49.215947]",Sunset
50824,Northbound Fraser St @ E 54 Ave,008; N8,"[-123.090756, 49.22126]",Sunset
50825,Northbound Fraser St @ E 52 Ave,008; N8,"[-123.090707, 49.223033]",Sunset
50827,Northbound Fraser St @ E 49 Ave,008; N8,"[-123.090643, 49.225766]",Sunset
50828,Northbound Fraser St @ E 47 Ave,008; N8,"[-123.090596, 49.227632]",Sunset
